,ilkid,firstname,lastname,position,firstseason,lastseason,h_feet,h_inches,weight,college,birthdate
2601,REDMOMA01,Marlon,Redmond,G,1978,1979,6.0,6.0,188.0,San Francisco,1955-04-15 00:00:00
2602,REEDHU01,Hub,Reed,C,1958,1964,6.0,9.0,215.0,Oklahoma City,1936-10-04 00:00:00
2603,REEDRO01,Ron,Reed,F,1965,1966,6.0,5.0,205.0,Notre Dame,1942-11-02 00:00:00
2604,REEDWI01,Willis,Reed,C,1964,1973,6.0,9.0,235.0,Grambling,1942-06-25 00:00:00
2605,REEDJU01,Justin,Reed,F,2004,2004,6.0,7.0,24.0,Mississippi,1982-01-16 00:00:00
2606,REEVEBR01,Bryant,Reeves,C,1995,2000,7.0,0.0,275.0,Oklahoma State,1973-06-08 00:00:00
2607,REEVEKH01,Khalid,Reeves,G,1994,1999,6.0,3.0,199.0,Arizona,1972-07-15 00:00:00
2608,REGANRI01,Richie,Regan,G,1955,1957,6.0,2.0,180.0,Seton Hall,1930-11-30 00:00:00
2609,REHFEDO01,Don,Rehfeldt,F,1950,1951,6.0,6.0,210.0,Wisconsin,1927-01-07 00:00:00
2610,REIDBI01,Billy,Reid,G,1980,1980,6.0,5.0,190.0,San Francisco,1957-09-10 00:00:00
2611,REIDDO01,Don,Reid,F,1995,2002,6.0,8.0,250.0,Georgetown,1973-12-30 00:00:00
2612,REIDJI01,Jim,Reid,C,1967,1967,6.0,6.0,210.0,Winston-Salem State,1945-08-03 00:00:00
2613,REIDJR01,J.r.,Reid,F,1989,2000,6.0,9.0,247.0,North Carolina   ,1968-03-31 00:00:00
2614,REIDRO01,Robert,Reid,F,1977,1990,6.0,8.0,205.0,St. Mary's (TX),1955-08-30 00:00:00
2615,REINEJA01,Jared,Reiner,F,2004,2004,6.0,11.0,255.0,Iowa,1982-04-08 00:00:00
2616,REISEJO01,Joseph,Reiser,G,1947,1949,5.0,11.0,165.0,NYU,1914-12-17 00:00:00
2617,RELLFRI01,Richard,Rellford,F,1987,1987,6.0,6.0,230.0,Michigan,1964-02-16 00:00:00
2618,RENCHTE01,Terrence,Rencher,G,1995,1995,6.0,3.0,185.0,Texas,1973-02-19 00:00:00
2619,RENNIJO01,John,Rennicke,G,1951,1951,6.0,2.0,185.0,Drake,1929-08-11 00:00:00
2620,RENSBRO01,Rob,Rensberger,F,1946,1946,6.0,2.0,170.0,Notre Dame,1921-03-07 00:00:00
2621,RENTZEF01,Efthimios,Rentzias,C,2002,2002,6.0,11.0,243.0,UCLA,1976-01-11 00:00:00
2622,RESPESH01,Shawn,Respert,G,1995,1998,6.0,1.0,195.0,Michigan State,1972-02-06 00:00:00
2623,RESTAKE01,Kevin,Restani,F,1974,1981,6.0,9.0,225.0,San Francisco,1951-12-23 00:00:00
2624,REYNOGE01,George,Reynolds,G,1969,1969,6.0,4.0,195.0,Houston,1947-11-23 00:00:00
2625,REYNOJE01,Jerry,Reynolds,G,1985,1995,6.0,8.0,200.0,LSU,1962-12-23 00:00:00
2626,RHINEKE01,Kendall,Rhine,C,1967,1968,6.0,10.0,230.0,Rice,1943-02-13 00:00:00
2627,RHODEGE01,Gene,Rhodes,G,1952,1952,6.0,1.0,170.0,Western Kentucky,1927-09-02 00:00:00
2628,RHODERO01,Rodrick,Rhodes,G,1997,1999,6.0,6.0,225.0,USC,1973-09-24 00:00:00
2629,RICEGL01,Glen,Rice,F,1989,2003,6.0,7.0,215.0,Michigan,1967-05-28 00:00:00
2630,RICHACL01,Clint,Richardson,G,1979,1986,6.0,3.0,195.0,Seattle,1956-08-07 00:00:00
2631,RICHAJA01,Jason,Richardson,G,2001,2004,6.0,6.0,220.0,Michigan State,1981-01-20 00:00:00
2632,RICHAMI01,Michealray,Richardson,G,1978,1985,6.0,5.0,189.0,Montana,1955-04-11 00:00:00
2633,RICHANO01,Norm,Richardson,G,2001,2001,6.0,5.0,200.0,Hofstra,1979-07-24 00:00:00
2634,RICHAPO01,Pooh,Richardson,G,1989,1998,6.0,1.0,180.0,UCLA,1966-05-14 00:00:00
2635,RICHAQU01,Quentin,Richardson,G,2000,2004,6.0,6.0,236.0,DePaul,1980-04-13 00:00:00
2636,RICHMMI01,Mitch,Richmond,G,1988,2001,6.0,5.0,215.0,Kansas State,1965-06-30 00:00:00
2637,RICHTJO01,John,Richter,F,1959,1959,6.0,9.0,225.0,North Carolina State,1937-03-12 00:00:00
2638,RICKEDI01,Dick,Ricketts,F,1955,1957,6.0,7.0,215.0,Duquesne,1933-12-04 00:00:00
2639,RIDERIS01,Isaiah,Rider,G,1993,2001,6.0,5.0,215.0,UNLV,1971-03-12 00:00:00
2640,RIDGLJA01,Jackie,Ridgle,G,1971,1971,6.0,4.0,195.0,California,1948-02-13 00:00:00
2641,RIDNOLU01,Luke,Ridnour,G,2003,2004,6.0,2.0,175.0,Oregon,1981-02-13 00:00:00
2642,RIEBEME01,Mel,Riebe,G,1946,1948,5.0,11.0,180.0,Wooster ?,1916-07-12 00:00:00
2643,RIEDYBO01,Bob,Riedy,F,1967,1967,6.0,6.0,215.0,Duke,1945-08-26 00:00:00
2644,RIFFEJI01,Jim,Riffey,F,1950,1950,6.0,4.0,200.0,Tulane,1923-12-14 00:00:00
2645,RIGAUAN01,Antoine,Rigaudeau,G,2002,2002,6.0,7.0,210.0,None,1971-12-17 00:00:00
2646,RIKERTO01,Tom,Riker,F,1972,1974,6.0,10.0,225.0,South Carolina,1950-02-28 00:00:00
2647,RILEYBO01,Bob,Riley,F,1970,1970,6.0,9.0,235.0,Mount St. Mary's,1948-07-06 00:00:00
2648,RILEYER01,Eric,Riley,C,1993,1998,7.0,0.0,245.0,Michigan,1970-06-02 00:00:00
2649,RILEYPA01,Pat,Riley,G,1967,1975,6.0,4.0,205.0,Kentucky,1945-03-20 00:00:00
2650,RILEYRO01,Ron,Riley,F,1972,1975,6.0,8.0,195.0,USC,1950-11-11 00:00:00
2651,RINALRI01,Rich,Rinaldi,G,1971,1973,6.0,3.0,195.0,St. Peter's,1949-08-03 00:00:00
2652,RIORDMI01,Mike,Riordan,F,1968,1976,6.0,4.0,200.0,Providence,1945-07-09 00:00:00
2653,RISENAR01,Arnie,Risen,C,1948,1957,6.0,9.0,200.0,Ohio State,1924-10-09 00:00:00
2654,RITTEGO01,Goebel,Ritter,G,1948,1950,6.0,2.0,185.0,Eastern Kentucky,1924-02-26 00:00:00
2655,RIVASRA01,Ramon,Rivas,F,1988,1988,6.0,10.0,260.0,Temple,1966-06-03 00:00:00
2656,RIVERDA01,David,Rivers,G,1988,1991,6.0,0.0,170.0,Notre Dame,1965-01-20 00:00:00
2657,RIVERDO01,Doc,Rivers,G,1983,1995,6.0,4.0,185.0,Marquette,1961-10-13 00:00:00
2658,ROBBIAU01,Austin,Robbins,F,1967,1974,6.0,8.0,190.0,Tennessee,1944-09-30 00:00:00
2659,ROBBILE01,Lee,Robbins,F,1947,1948,6.0,3.0,175.0,Colorado,1922-02-11 00:00:00
2660,ROBERRI01,Rick,Roberson,C,1969,1975,6.0,9.0,231.0,Cincinnati,1947-07-07 00:00:00
2661,ROBERTE01,Terrance,Roberson,F,2000,2000,6.0,7.0,215.0,Fresno State,1976-12-30 00:00:00
2662,ROBERAN01,Anthony,Roberts,F,1977,1983,6.0,5.0,185.0,Oral Roberts,1955-04-15 00:00:00
2663,ROBERBI01,Bill,Roberts,C,1948,1949,6.0,9.0,210.0,Wyoming,1925-03-03 00:00:00
2664,ROBERFR01,Fred,Roberts,F,1983,1996,6.0,10.0,218.0,Brigham Young,1960-08-14 00:00:00
2665,ROBERJO01,Joe,Roberts,F,1960,1967,6.0,6.0,214.0,Ohio State,1936-05-18 00:00:00
2666,ROBERMA01,Marv,Roberts,F,1971,1976,6.0,8.0,200.0,Utah State,1950-01-29 00:00:00
2667,ROBERST01,Stanley,Roberts,C,1991,1999,7.0,0.0,285.0,LSU,1970-02-07 00:00:00
2668,ROBERAL01,Alvin,Robertson,G,1984,1995,6.0,3.0,185.0,Arkansas,1962-07-22 00:00:00
2669,ROBEROS01,Oscar,Robertson,G,1960,1973,6.0,5.0,205.0,Cincinnati,1938-11-24 00:00:00
2670,ROBERRY01,Ryan,Robertson,G,1999,1999,6.0,5.0,190.0,Kansas,1976-10-02 00:00:00
2671,ROBERTO01,Tony,Robertson,G,1977,1978,6.0,4.0,195.0,West Virginia,1956-01-01 00:00:00
2672,ROBEYRI01,Rick,Robey,C,1978,1985,6.0,11.0,230.0,Kentucky,1956-01-30 00:00:00
2673,ROBINCH01,Chris,Robinson,G,1996,1997,6.0,5.0,200.0,Western Kentucky,1974-04-02 00:00:00
2674,ROBINCL01,Cliff,Robinson,F,1979,1991,6.0,9.0,220.0,USC,1960-03-13 00:00:00
2675,ROBINCL02,Clifford,Robinson,F,1989,2004,6.0,10.0,225.0,Connecticut,1966-12-16 00:00:00
2676,ROBINDA01,David,Robinson,C,1989,2002,7.0,1.0,235.0,Navy,1965-08-06 00:00:00
2677,ROBINED01,Eddie,Robinson,F,1999,2003,6.0,8.0,210.0,Central Oklahoma,1976-04-10 00:00:00
2678,ROBINFL01,Flynn,Robinson,G,1966,1973,6.0,1.0,185.0,Wyoming,1941-04-28 00:00:00
2679,ROBINGL01,Glenn,Robinson,F,1994,2004,6.0,7.0,225.0,Purdue,1973-01-10 00:00:00
2680,ROBINJA01,Jackie,Robinson,F,1978,1981,6.0,6.0,210.0,UNLV,1955-05-20 00:00:00
2681,ROBINJA02,Jamal,Robinson,F,2000,2000,6.0,7.0,195.0,Virginia,1973-12-27 00:00:00
2682,ROBINJA03,James,Robinson,G,1993,2000,6.0,2.0,180.0,Alabama,1970-08-31 00:00:00
2683,ROBINLA01,Larry,Robinson,G,1990,2001,6.0,3.0,180.0,Centenary,1968-01-11 00:00:00
2684,ROBINOL01,Oliver,Robinson,G,1982,1982,6.0,4.0,180.0,Alabama-Birmingham,1960-03-13 00:00:00
2685,ROBINRO01,Ronnie,Robinson,F,1973,1974,6.0,8.0,200.0,Memphis State,1951-03-09 00:00:00
2686,ROBINRU01,Rumeal,Robinson,G,1990,1996,6.0,2.0,195.0,Michigan,1966-11-13 00:00:00
2687,ROBINSA01,Sam,Robinson,F,1970,1971,6.0,7.0,190.0,Long Beach State,1948-01-01 00:00:00
2688,ROBINTR01,Truck,Robinson,F,1974,1984,6.0,7.0,225.0,Tennessee State,1951-10-04 00:00:00
2689,ROBINWA01,Wayne,Robinson,F,1980,1980,6.0,8.0,217.0,Virginia Tech,1958-04-19 00:00:00
2690,ROBINWI01,Wil,Robinson,G,1973,1973,6.0,2.0,175.0,West Virginia,1949-12-25 00:00:00
2691,ROBINBE01,Bernard,Robinson Jr.,G,2004,2004,6.0,6.0,210.0,Michigan,1980-12-26 00:00:00
2692,ROBINBI01,Bill,Robinzine,F,1975,1981,6.0,7.0,230.0,DePaul,1953-01-20 00:00:00
2693,ROBISDA01,Dave,Robisch,C,1971,1983,6.0,10.0,235.0,Kansas,1949-12-22 00:00:00
2694,ROCHARE01,Red,Rocha,C,1947,1956,6.0,9.0,185.0,Oregon State,1923-09-18 00:00:00
2695,ROCHEJO01,John,Roche,G,1971,1981,6.0,3.0,170.0,South Carolina,1949-09-26 00:00:00
2696,ROCKGE01,Gene,Rock,G,1947,1947,5.0,9.0,155.0,USC,1921-11-04 00:00:00
2697,ROCKEJA01,Jack,Rocker,C,1947,1947,6.0,5.0,185.0,California,1922-08-12 00:00:00
2698,RODGEGU01,Guy,Rodgers,G,1958,1969,6.0,0.0,185.0,Temple,1935-09-01 00:00:00
2699,RODMADE01,Dennis,Rodman,F,1986,1999,6.0,7.0,210.0,SE Oklahoma State,1961-05-13 00:00:00
2700,ROELO01,Lou,Roe,F,1995,1996,6.0,7.0,220.0,Massachusetts,1972-07-14 00:00:00
2701,ROGERCA01,Carlos,Rogers,F,1994,2001,6.0,11.0,220.0,Tennessee State,1971-02-06 00:00:00
2702,ROGERHA01,Harry,Rogers,F,1975,1975,6.0,7.0,195.0,Saint Louis,1950-12-31 00:00:00
2703,ROGERJO01,Johnny,Rogers,F,1986,1987,6.0,10.0,225.0,California-Irvine,1963-12-30 00:00:00
2704,ROGERMA01,Marshall,Rogers,G,1976,1976,6.0,1.0,190.0,Pan American,1953-08-27 00:00:00
2705,ROGERRO01,Rodney,Rogers,F,1993,2004,6.0,7.0,235.0,Wake Forest,1971-06-20 00:00:00
2706,ROGERRO02,Roy,Rogers,F,1996,1999,6.0,10.0,235.0,Alabama,1973-08-19 00:00:00
2707,ROGERWI01,Willie,Rogers,G,1968,1968,6.0,3.0,185.0,Oklahoma,1945-09-11 00:00:00
2708,ROGESAL01,Al,Roges,F,1953,1954,6.0,4.0,195.0,LIU,1930-10-25 00:00:00
2709,ROHLOKE01,Ken,Rohloff,G,1963,1963,6.0,0.0,195.0,North Carolina State,1939-04-18 00:00:00
2710,ROLLIKE01,Kenny,Rollins,G,1948,1952,6.0,0.0,168.0,Kentucky,1923-09-14 00:00:00
2711,ROLLIPH01,Phil,Rollins,G,1958,1960,6.0,2.0,185.0,Louisville,1934-01-19 00:00:00
2712,ROLLITR01,Tree,Rollins,C,1977,1994,7.0,1.0,235.0,Clemson,1955-06-16 00:00:00
2713,ROMARLO01,Lorenzo,Romar,G,1980,1984,6.0,1.0,175.0,Washington,1958-11-13 00:00:00
2714,ROOKJE01,Jerry,Rook,F,1969,1969,6.0,5.0,219.0,Arkansas State,1943-10-27 00:00:00
2715,ROOKSSE01,Sean,Rooks,C,1992,2003,6.0,10.0,250.0,Arizona,1969-09-09 00:00:00
2716,ROSEJA01,Jalen,Rose,G,1994,2004,6.0,8.0,210.0,Michigan,1973-01-30 00:00:00
2717,ROSEMA01,Malik,Rose,F,1996,2004,6.0,7.0,250.0,Drexel,1974-11-23 00:00:00
2718,ROSERO01,Robert,Rose,F,1988,1988,6.0,5.0,180.0,George Mason,1964-12-27 00:00:00
2719,ROSENAL01,Alexander,Rosenberg,G,1946,1946,5.0,10.0,165.0,St. Joseph's (PA),1918-04-07 00:00:00
2720,ROSENLE01,Lennie,Rosenbluth,F,1957,1958,6.0,4.0,190.0,North Carolina,1933-01-22 00:00:00
2721,ROSENHA01,Hank,Rosenstein,F,1946,1946,6.0,4.0,185.0,CCNY (DNP),1920-06-16 00:00:00
2722,ROSENDI01,Dick,Rosenthal,F,1954,1956,6.0,5.0,205.0,Notre Dame,1930-01-20 00:00:00
2723,ROSSQU01,Quinton,Ross,G,2004,2004,6.0,6.0,195.0,SMU,1981-04-30 00:00:00
2724,ROTHDO01,Doug,Roth,F,1989,1989,6.0,11.0,255.0,Tennessee,1967-08-24 00:00:00
2725,ROTHSC01,Scott,Roth,F,1987,1989,6.0,8.0,212.0,Wisconsin,1963-06-03 00:00:00
2726,ROTHEIR01,Irv,Rothenberg,C,1946,1948,6.0,7.0,215.0,LIU,1921-12-31 00:00:00
2727,ROTTNMI01,Mickey,Rottner,G,1946,1947,5.0,10.0,180.0,Loyola (IL),1919-03-23 00:00:00
2728,ROUNDDA01,Dan,Roundfield,F,1975,1986,6.0,8.0,205.0,Central Michigan,1953-05-26 00:00:00
2729,ROUXGI01,Giff,Roux,F,1946,1948,6.0,5.0,195.0,Kansas,1923-06-28 00:00:00
2730,ROWANRO01,Ron,Rowan,F,1986,1986,6.0,5.0,200.0,St. John's,1962-04-23 00:00:00
2731,ROWECU01,Curtis,Rowe,F,1971,1978,6.0,7.0,225.0,UCLA,1949-07-02 00:00:00
2732,ROWINJI01,Jim,Rowinski,C,1988,1989,6.0,8.0,250.0,Purdue,1961-01-04 00:00:00
2733,ROWLADE01,Derrick,Rowland,F,1985,1985,6.0,5.0,195.0,SUNY-Potsdam,1959-06-21 00:00:00
2734,ROWSOBR01,Brian,Rowsom,F,1987,1989,6.0,9.0,220.0,UNC-Wilmington,1965-10-23 00:00:00
2735,ROYALDO01,Donald,Royal,F,1989,1997,6.0,8.0,210.0,Notre Dame,1966-05-22 00:00:00
2736,ROYALRE01,Reggie,Royals,C,1974,1974,6.0,10.0,200.0,Florida State,1950-06-13 00:00:00
2737,ROYERBO01,Bob,Royer,G,1949,1949,5.0,10.0,155.0,Indiana State,1927-10-15 00:00:00
2738,ROZIECL01,Clifford,Rozier,F,1994,1997,6.0,11.0,245.0,Louisville,1972-10-31 00:00:00
2739,RUCKEGU01,Guy,Rucker,F,2002,2002,6.0,11.0,260.0,Iowa,1977-07-27 00:00:00
2740,RUDDDE01,Delaney,Rudd,G,1989,1992,6.0,2.0,180.0,Wake Forest,1962-11-08 00:00:00
2741,RUDDJO01,John,Rudd,F,1978,1978,6.0,7.0,230.0,McNeese State,1955-08-07 00:00:00
2742,RUDOMJO01,John,Rudometkin,F,1962,1964,6.0,6.0,205.0,USC,1940-06-06 00:00:00
2743,RUFFIMI01,Michael,Ruffin,F,1999,2004,6.0,9.0,246.0,Tulsa,1977-01-21 00:00:00
2744,RUFFITR01,Trevor,Ruffin,G,1994,1995,6.0,1.0,185.0,Hawaii,1970-09-26 00:00:00
2745,RUFFNPA01,Paul,Ruffner,C,1970,1975,6.0,10.0,225.0,Brigham Young,1948-10-15 00:00:00
2746,RUKLIJO01,Joe,Ruklick,F,1959,1961,6.0,9.0,220.0,Northwestern,1938-08-03 00:00:00
2747,RULANJE01,Jeff,Ruland,C,1981,1992,6.0,10.0,240.0,Iona,1958-12-16 00:00:00
2748,RULEBO01,Bob,Rule,C,1967,1974,6.0,9.0,220.0,Colorado State,1944-06-29 00:00:00
2749,RULLOJE01,Jerry,Rullo,G,1946,1949,5.0,10.0,165.0,Temple,1923-06-23 00:00:00
2750,RUSCOST01,Stefano,Rusconi,F,1995,1995,6.0,9.0,240.0,UCLA,1968-10-02 00:00:00
2751,RUSHKA01,Kareem,Rush,F,2002,2004,6.0,6.0,215.0,Missouri,1980-10-30 00:00:00
2752,RUSSEBI01,Bill,Russell,C,1956,1968,6.0,9.0,215.0,San Francisco,1934-02-12 00:00:00
2753,RUSSEBR01,Bryon,Russell,F,1993,2004,6.0,7.0,225.0,Long Beach State,1970-12-31 00:00:00
2754,RUSSECA01,Cazzie,Russell,F,1966,1977,6.0,5.0,218.0,Michigan,1944-06-07 00:00:00
2755,RUSSECA02,Campy,Russell,F,1974,1984,6.0,8.0,215.0,Michigan,1952-01-12 00:00:00
2756,RUSSEFR01,Frank,Russell,G,1972,1972,6.0,3.0,180.0,Detroit,1949-04-17 00:00:00
2757,RUSSEPI01,Pierce,Russell,G,1971,1972,6.0,4.0,190.0,Kansas,1949-12-13 00:00:00
2758,RUSSERU01,Rubin,Russell,G,1967,1967,6.0,2.0,180.0,North Texas State,1944-11-07 00:00:00
2759,RUSSEWA01,Walker,Russell,G,1982,1987,6.0,5.0,195.0,Western Michigan,1960-10-26 00:00:00
2760,SABONAR01,Arvydas,Sabonis,C,1995,2002,7.0,3.0,279.0,none,1964-12-19 00:00:00
2761,SADOWED01,Ed,Sadowski,C,1946,1949,6.0,5.0,240.0,Seton Hall,1917-07-11 00:00:00
2762,SAILOKE01,Kenny,Sailors,G,1946,1950,5.0,10.0,175.0,Wyoming,1922-01-14 00:00:00
2763,SALLEJO01,John,Salley,F,1986,1999,6.0,11.0,230.0,Georgia Tech,1964-05-16 00:00:00
2764,SALMOJO01,John,Salmons,F,2002,2004,6.0,7.0,210.0,Miami (FL),1979-12-12 00:00:00
2765,SALVAAL01,Al,Salvadori,F,1967,1967,6.0,9.0,220.0,South Carolina,1945-05-06 00:00:00
2766,SALVAKE01,Kevin,Salvadori,C,1996,1997,7.0,0.0,231.0,North Carolina,1970-12-30 00:00:00
2767,SAMAKSO01,Soumaila,Samake,C,2000,2002,7.0,0.0,230.0,None,1978-03-18 00:00:00
2768,SAMPSRA01,Ralph,Sampson,C,1983,1991,7.0,4.0,228.0,Virginia,1960-07-07 00:00:00
2769,SAMPSJA01,Jamal,Sampson,F,2002,2004,6.0,11.0,235.0,California,1983-05-15 00:00:00
2770,SANCHPE01,Pepe,Sanchez,G,2000,2002,6.0,4.0,195.0,Temple,1977-05-08 00:00:00
2771,SANDEAL01,Al,Sanders,F,1972,1972,6.0,7.0,240.0,LSU,1950-01-01 00:00:00
2772,SANDEFR01,Frankie,Sanders,F,1978,1980,6.0,6.0,200.0,Southern,1957-01-23 00:00:00
2773,SANDEJE01,Jeff,Sanders,F,1989,1992,6.0,8.0,225.0,Georgia Southern,1966-01-14 00:00:00
2774,SANDEMI01,Mike,Sanders,F,1982,1992,6.0,6.0,210.0,UCLA,1960-05-07 00:00:00
2775,SANDETH01,Thomas,Sanders,F,1960,1972,6.0,6.0,210.0,NYU,1938-11-08 00:00:00
2776,SANFORO01,Ron,Sanford,F,1971,1971,6.0,9.0,215.0,New Mexico,1946-06-11 00:00:00
2777,SANTIDA01,Dan,Santiago,C,2000,2004,7.0,1.0,250.0,St. Vincent (PA),1976-06-24 00:00:00
2778,SANTIBO01,Bob,Santini,F,1955,1955,6.0,5.0,190.0,Iona,1935-02-17 00:00:00
2779,SAPPLWA01,Wayne,Sappleton,F,1984,1984,6.0,9.0,215.0,Loyola (IL),1960-11-17 00:00:00
2780,SASSEJA01,Jason,Sasser,F,1996,1998,6.0,7.0,225.0,Texas Tech,1974-01-13 00:00:00
2781,SASSEJE01,Jeryl,Sasser,G,2001,2002,6.0,6.0,200.0,SMU,1979-02-13 00:00:00
2782,SATTEKE01,Kenny,Satterfield,G,2001,2002,6.0,2.0,186.0,Cincinnati,1981-04-12 00:00:00
2783,SAULFR01,Frank,Saul,G,1949,1954,6.0,2.0,185.0,Seton Hall,1924-02-16 00:00:00
2784,SAULDWO01,Woody,Sauldsberry,F,1957,1965,6.0,7.0,220.0,Texas Southern,1934-07-11 00:00:00
2785,SAULTGL01,Glynn,Saulters,G,1968,1968,6.0,2.0,175.0,Northeast Louisiana,1945-02-10 00:00:00
2786,SAUNDFR01,Fred,Saunders,F,1974,1977,6.0,7.0,210.0,Syracuse,1951-06-13 00:00:00
2787,SAVAGDO01,Don,Savage,F,1951,1956,6.0,3.0,205.0,LeMoyne (NY),1928-04-09 00:00:00
2788,SAVOVPR01,Predrag,Savovic,G,2002,2002,6.0,5.0,225.0,Hawaii,1976-05-21 00:00:00
2789,SAWYEAL01,Alan,Sawyer,F,1950,1950,6.0,5.0,195.0,UCLA,1928-01-01 00:00:00
2790,SCALABR01,Brian,Scalabrine,F,2001,2004,6.0,9.0,240.0,USC,1978-03-18 00:00:00
2791,SCALEDE01,Dewayne,Scales,F,1980,1983,6.0,8.0,208.0,LSU,1958-12-28 00:00:00
2792,SCHADFR01,Frank,Schade,G,1972,1972,6.0,1.0,170.0,UTEP,1950-01-22 00:00:00
2793,SCHADBE01,Ben,Schadler,F,1947,1947,6.0,0.0,185.0,Northwestern,1924-03-09 00:00:00
2794,SCHAEHE01,Herm,Schaefer,G,1948,1949,6.0,0.0,175.0,Indiana,1919-12-20 00:00:00
2795,SCHAEBI01,Billy,Schaeffer,F,1973,1975,6.0,5.0,200.0,St. John's,1951-12-11 00:00:00
2796,SCHAFBO01,Bob,Schafer,G,1955,1956,6.0,3.0,195.0,Villanova,1933-01-01 00:00:00
2797,SCHARBE01,Ben,Scharnus,F,1946,1948,6.0,2.0,173.0,Seton Hall,1917-12-11 00:00:00
2798,SCHATMA01,Marv,Schatzman,F,1949,1949,6.0,5.0,200.0,Saint Louis,1927-02-18 00:00:00
2799,SCHAUFR01,Fred,Schaus,F,1949,1953,6.0,5.0,205.0,West Virginia,1925-06-30 00:00:00
2800,SCHAYDA01,Danny,Schayes,C,1981,1998,6.0,11.0,235.0,Syracuse,1959-05-10 00:00:00
2801,SCHAYDO01,Dolph,Schayes,F,1949,1963,6.0,7.0,195.0,NYU,1928-05-19 00:00:00
2802,SCHECOS01,Ossie,Schectman,G,1946,1946,6.0,0.0,175.0,LIU,1919-03-30 00:00:00
2803,SCHEFST01,Steve,Scheffler,F,1990,1996,6.0,9.0,250.0,Purdue,1967-09-03 00:00:00
2804,SCHEFTO01,Tom,Scheffler,C,1984,1984,6.0,11.0,240.0,Purdue,1954-10-27 00:00:00
2805,SCHELDA01,Dave,Schellhase,G,1966,1967,6.0,3.0,205.0,Purdue,1944-10-14 00:00:00
2806,SCHERHE01,Herb,Scherer,C,1950,1951,6.0,9.0,212.0,LIU,1929-12-21 00:00:00
2807,SCHINDU01,Duane,Schintzius,C,1990,1998,7.0,1.0,260.0,Florida,1968-10-14 00:00:00
2808,SCHLUDA01,Dale,Schlueter,C,1968,1977,6.0,10.0,225.0,Colorado State,1945-11-12 00:00:00
2809,SCHNEOT01,Otto,Schnellbacher,F,1948,1948,6.0,4.0,185.0,Kansas,1923-04-15 00:00:00
2810,SCHNIDI01,Dick,Schnittker,F,1950,1957,6.0,5.0,200.0,Ohio State,1928-05-27 00:00:00
2811,SCHOERU01,Russ,Schoene,F,1982,1988,6.0,10.0,210.0,Tennessee-Chattanoog,1960-04-16 00:00:00
2812,SCHOLDA01,Dave,Scholz,F,1969,1969,6.0,8.0,220.0,Illinois,1948-04-12 00:00:00
2813,SCHOOMI01,Milt,Schoon,C,1946,1949,6.0,7.0,230.0,Valparaiso,1922-02-25 00:00:00
2814,SCHREDE01,Detlef,Schrempf,F,1985,2000,6.0,9.0,214.0,Washington,1963-01-21 00:00:00
2815,SCHULHO01,Howie,Schultz,F,1949,1952,6.0,6.0,200.0,Hamline,1922-07-03 00:00:00
2816,SCHULDI01,Dick,Schulz,F,1946,1949,6.0,2.0,192.0,Wisconsin,1917-01-03 00:00:00
2817,SCHURRO01,Roger,Schurig,G,1967,1967,6.0,3.0,185.0,Vanderbilt,1942-04-03 00:00:00
2818,SCHWEJO01,John,Schweitz,G,1984,1986,6.0,6.0,210.0,Richmond,1960-04-19 00:00:00
2819,SCOLAFR01,Freddie,Scolari,G,1946,1954,5.0,10.0,180.0,San Francisco,1922-03-01 00:00:00
2820,SCOTTAL01,Alvin,Scott,F,1977,1984,6.0,7.0,185.0,Oral Roberts,1955-09-14 00:00:00
2821,SCOTTBR01,Brent,Scott,F,1996,1996,6.0,10.0,250.0,Rice,1971-06-15 00:00:00
2822,SCOTTBY01,Byron,Scott,G,1983,1996,6.0,3.0,195.0,Arizona State,1961-03-28 00:00:00
2823,SCOTTCH01,Charlie,Scott,G,1970,1979,6.0,5.0,175.0,North Carolina,1948-12-15 00:00:00
2824,SCOTTDE01,Dennis,Scott,F,1990,1999,6.0,8.0,229.0,Georgia Tech,1968-09-05 00:00:00
2825,SCOTTJA01,James,Scott,F,1996,1996,6.0,6.0,180.0,St. John's,1972-06-06 00:00:00
2826,SCOTTRA01,Ray,Scott,F,1961,1971,6.0,9.0,215.0,Portland,1938-07-12 00:00:00
2827,SCOTTSH01,Shawnelle,Scott,C,1996,2001,6.0,10.0,250.0,St. John's,1972-06-16 00:00:00
2828,SCOTTWI01,Willie,Scott,F,1969,1969,6.0,5.0,210.0,Alabama State,1947-05-22 00:00:00
2829,SCRANPA01,Paul,Scranton,F,1967,1967,6.0,5.0,230.0,Cal Poly-Pomona,1944-04-30 00:00:00
2830,SCURRCA01,Carey,Scurry,F,1985,1987,6.0,7.0,188.0,LIU,1962-12-04 00:00:00
2831,SEALSBR01,Bruce,Seals,F,1973,1977,6.0,8.0,210.0,Xavier (LA),1953-06-18 00:00:00
2832,SEALSSH01,Shea,Seals,G,1997,1997,6.0,5.0,210.0,Tulsa,1975-08-26 00:00:00
2833,SEALYMA01,Malik,Sealy,G,1992,1999,6.0,8.0,190.0,St. John's,1970-02-01 00:00:00
2834,SEARCED01,Ed,Searcy,F,1975,1975,6.0,6.0,210.0,St. John's,1952-04-17 00:00:00
2835,SEARSKE01,Ken,Sears,F,1955,1963,6.0,9.0,198.0,Santa Clara,1933-08-17 00:00:00
